,Unnamed: 0.1,Unnamed: 0,identificación,id_host,latitud,longitud,se adapta,noches_mínimo,noches_maximas,noches_mínimo_avg_ntm,máximas_noches_avg_ntm,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,número_de_reseñas,número_de_reviews_ltm,número_de_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_comunicación,review_scores_location,review_scores_value,calculado_host_listings_count,listados_host_calculados_recuento_casas_enteras,calculado_host_listings_count_private_rooms,calculado_host_listings_count_shared_rooms
125,125,125,2053439.0,10172001,39.47625,-0.37203,3.0,3.0,30,3.0,30.0,8,19,34,296,253.0,32.0,2.0,4.8,4.89,4.79,4.85,4.85,4.96,4.75,1.0,1.0,0.0,0.0
126,126,126,2060665.0,10546463,39.46184702,-0.329740409,8.0,1.0,3,1.0,1125.0,28,58,83,358,10.0,1.0,0.0,4.4,4.3,4.0,4.6,4.8,4.6,4.3,1.0,1.0,0.0,0.0
127,127,127,2103536.0,10725621,39.46336,-0.33761,6.0,3.0,30,21.9,1125.0,10,25,51,326,173.0,21.0,3.0,4.61,4.66,4.38,4.72,4.85,4.59,4.52,1.0,1.0,0.0,0.0
128,128,128,2146923.0,10959379,39.47798,-0.38155,5.0,1.0,20,3.1,10.0,5,17,38,106,35.7,54.0,3.0,4.64,4.75,4.67,4.87,4.89,4.86,4.66,5.0,5.0,0.0,0.0
129,129,129,2211787.0,9855565,39.46609,-0.38208,4.0,3.0,1125,3.6,1125.0,0,1,13,204,35.7,12.9,5.0,4.78,4.85,4.77,4.88,4.93,4.83,4.79,1.0,1.0,0.0,0.0
130,130,130,2353221.0,2423092,39.46215,-0.37183,2.0,3.0,365,3.0,365.0,27,57,84,359,99.0,20.0,2.0,4.56,4.55,4.45,4.7,4.71,4.73,4.43,2.0,0.0,2.0,0.0
131,131,131,2360229.0,7463142,39.47135,-0.40503,2.0,28.0,120,28.0,120.0,30,60,90,180,58.0,2.0,0.0,4.79,4.86,4.64,4.88,4.91,4.63,4.77,1.0,0.0,1.0,0.0
132,132,132,2364778.0,3454879,39.46807,-0.36511,3.0,15.0,100,30.6,100.0,3,7,7,7,277.0,17.0,2.0,4.74,4.82,4.53,4.92,4.92,4.92,4.72,1.0,1.0,0.0,0.0
133,133,133,2375520.0,2102653,39.46673,-0.38829,2.0,3.0,7,3.0,7.0,4,14,35,35,32.0,5.0,3.0,4.69,4.78,4.97,4.75,4.72,4.5,4.78,1.0,0.0,1.0,0.0
134,134,134,2424805.0,12392664,39.4601,-0.3665,4.0,7.0,1125,7.0,1125.0,2,24,45,150,140.0,16.0,1.0,4.54,4.72,4.42,4.78,4.81,4.61,4.72,1.0,1.0,0.0,0.0
135,135,135,2445550.0,6068973,39.47161,-0.37684,4.0,4.0,1125,4.0,1125.0,0,0,0,0,220.0,0.0,0.0,4.81,4.84,4.76,4.95,4.98,4.95,4.78,1.0,1.0,0.0,0.0
136,136,136,2452337.0,8988014,39.46845,-0.33164,2.0,3.0,1125,3.0,103.0,27,41,41,41,178.0,4.0,0.0,4.53,4.72,4.47,4.83,4.84,4.64,4.46,7.0,7.0,0.0,0.0
137,137,137,2459637.0,2423092,39.46215,-0.37286,2.0,3.0,365,3.0,365.0,20,50,77,352,136.0,25.0,4.0,4.5,4.51,4.51,4.65,4.6,4.84,4.5,2.0,0.0,2.0,0.0
138,138,138,2486462.0,12723722,39.47636,-0.37638,3.0,3.0,14,3.0,1125.0,7,17,39,219,232.0,32.0,2.0,4.66,4.75,4.65,4.81,4.84,4.91,4.61,1.0,1.0,0.0,0.0
139,139,139,2488639.0,12737363,39.50489,-0.42584,4.0,2.0,60,2.0,60.0,9,29,47,47,109.0,15.0,1.0,4.94,4.94,4.93,4.94,4.97,4.71,4.82,1.0,1.0,0.0,0.0
140,140,140,2533554.0,12976069,39.46385,-0.33058,2.0,3.0,1125,3.0,1125.0,8,34,61,61,265.0,38.0,0.0,4.82,4.89,4.68,4.97,4.91,4.81,4.86,1.0,0.0,1.0,0.0
141,141,141,2534892.0,6383590,39.46477,-0.33255,4.0,4.0,200,4.0,1125.0,17,19,19,19,261.0,7.0,1.0,4.55,4.64,4.71,4.82,4.9,4.42,4.56,1.0,1.0,0.0,0.0
142,142,142,2535466.0,9933766,39.4682,-0.38089,2.0,3.0,1125,3.0,1125.0,8,14,41,231,38.0,0.0,0.0,4.71,4.71,4.87,4.76,4.76,4.68,4.66,1.0,1.0,0.0,0.0
143,143,143,2537606.0,12993313,39.47067,-0.32907,2.0,2.0,35,2.0,35.0,0,0,0,0,51.0,7.0,0.0,4.82,4.88,4.73,4.94,4.94,4.78,4.76,3.0,0.0,3.0,0.0
144,144,144,2606636.0,13323681,39.48273,-0.32575,5.0,5.0,365,4.9,365.0,6,6,6,6,150.0,31.0,1.0,4.73,4.87,4.68,4.86,4.83,4.87,4.7,1.0,1.0,0.0,0.0
145,145,145,2646820.0,1497590,39.48614,-0.37346,5.0,4.0,99,5.0,99.0,8,26,48,308,85.0,17.0,2.0,4.58,4.73,4.64,4.73,4.75,4.66,4.66,3.0,3.0,0.0,0.0
146,146,146,2706156.0,13849445,39.47863,-0.38021,3.0,2.0,31,2.0,31.0,14,34,61,61,200.0,38.0,0.0,4.81,4.88,4.65,4.9,4.89,4.84,4.72,1.0,1.0,0.0,0.0
147,147,147,2725241.0,13945003,39.461,-0.37965,3.0,2.0,120,2.4,120.0,0,9,21,105,35.7,16.0,0.0,4.58,4.72,4.69,4.58,4.4,4.66,4.64,3.0,3.0,0.0,0.0
148,148,148,2743692.0,14037016,39.46416,-0.3728,4.0,4.0,1125,2.3,365.0,11,21,29,29,35.7,22.0,0.0,4.86,4.92,4.89,4.91,4.92,4.9,4.77,6.0,6.0,0.0,0.0
149,149,149,2796700.0,14306345,39.46262,-0.36879,4.0,1.0,1125,1.0,1125.0,16,34,61,329,4.0,1.0,0.0,4.75,5.0,4.5,4.75,5.0,5.0,4.75,1.0,0.0,1.0,0.0
150,150,150,2821086.0,14432005,39.47449,-0.37468,2.0,5.0,60,5.0,1125.0,6,12,30,121,35.7,38.0,4.0,4.91,4.95,4.92,4.92,4.89,4.95,4.87,1.0,1.0,0.0,0.0
151,151,151,2851410.0,1497590,39.4682,-0.3886,5.0,4.0,99,5.1,1125.0,0,1,23,289,67.0,19.0,3.0,4.78,4.79,4.67,4.79,4.76,4.7,4.63,3.0,3.0,0.0,0.0
152,152,152,2855311.0,14597325,39.47503,-0.38077,4.0,4.0,1125,4.0,1125.0,0,0,11,72,159.0,18.0,0.0,4.89,4.96,4.91,4.97,4.99,4.8,4.86,1.0,1.0,0.0,0.0
153,153,153,2868831.0,7479594,39.47615,-0.3499,6.0,2.0,30,2.0,30.0,9,15,27,27,174.0,16.0,1.0,4.72,4.83,4.83,4.86,4.91,4.61,4.73,1.0,1.0,0.0,0.0
154,154,154,2972825.0,15166343,39.46434,-0.35032,3.0,1.0,1,1.0,1.0,27,57,86,361,3.0,0.0,0.0,4.67,4.67,4.67,5.0,5.0,4.67,4.67,1.0,1.0,0.0,0.0
155,155,155,3070240.0,3155089,39.4785,-0.37601,6.0,1.0,365,2.3,999.0,7,22,52,316,74.0,2.0,0.0,4.88,4.92,4.84,4.86,4.95,4.95,4.84,12.0,12.0,0.0,0.0
156,156,156,3079779.0,2400319,39.47483,-0.38938,4.0,3.0,60,3.0,1125.0,0,0,0,0,198.0,24.0,1.0,4.61,4.71,4.45,4.8,4.78,4.72,4.54,1.0,1.0,0.0,0.0
157,157,157,3097721.0,5072520,39.45797,-0.34537,6.0,4.0,365,4.0,365.0,0,0,0,62,33.0,6.0,1.0,4.67,4.67,4.7,4.64,4.76,4.79,4.59,1.0,1.0,0.0,0.0
158,158,158,3161188.0,6516174,39.46075,-0.3764,2.0,5.0,1125,5.0,1125.0,4,33,58,327,133.0,16.0,1.0,4.61,4.67,4.38,4.89,4.83,4.86,4.6,3.0,1.0,2.0,0.0
159,159,159,3175070.0,12282162,39.47891,-0.38047,3.0,2.0,1125,2.0,1125.0,2,23,51,141,35.7,39.0,2.0,4.53,4.67,4.5,4.83,4.88,4.86,4.56,4.0,4.0,0.0,0.0
160,160,160,3212375.0,16273898,39.4707,-0.37885,6.0,1.0,1125,11.0,1125.0,2,16,41,211,35.7,14.0,1.0,4.37,4.57,4.42,4.61,4.63,4.84,4.49,4.0,4.0,0.0,0.0
161,161,161,3275736.0,670775,39.484,-0.3632,2.0,10.0,180,10.0,180.0,10,16,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
162,162,162,3276114.0,670775,39.45895,-0.36322,6.0,10.0,180,10.0,180.0,0,10,21,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
163,163,163,3331996.0,6269463,39.46514,-0.33204,4.0,6.0,90,6.0,90.0,0,22,42,222,3.0,0.0,0.0,4.33,4.67,4.67,5.0,5.0,4.67,4.67,1.0,1.0,0.0,0.0
164,164,164,3340429.0,16740356,39.48301,-0.3269,4.0,3.0,1125,3.0,1125.0,2,17,28,28,102.0,7.0,1.0,4.67,4.77,4.57,4.96,4.94,4.69,4.64,1.0,1.0,0.0,0.0
165,165,165,3398866.0,560986397,39.47493,-0.38381,4.0,3.0,1125,3.0,1125.0,8,21,45,210,122.0,32.0,2.0,4.74,4.93,4.7,4.81,4.83,4.8,4.73,1.0,1.0,0.0,0.0
166,166,166,3426665.0,2563972,39.463,-0.33069,5.0,7.0,1125,7.0,1125.0,0,11,26,279,35.7,36.0,1.0,4.72,4.79,4.71,4.9,4.95,4.74,4.65,3.0,3.0,0.0,0.0
167,167,167,3428145.0,14719480,39.47706,-0.32723,4.0,5.0,730,4.0,730.0,3,3,19,19,100.0,19.0,1.0,4.83,4.96,4.75,4.87,4.83,4.92,4.8,1.0,1.0,0.0,0.0
168,168,168,3459023.0,372326,39.47224,-0.37941,3.0,28.0,1125,28.0,1125.0,0,0,0,146,69.0,8.0,1.0,4.93,4.88,4.74,4.93,4.96,4.96,4.88,2.0,2.0,0.0,0.0
169,169,169,3472484.0,17493319,39.46761,-0.38021,4.0,3.0,1125,3.0,1125.0,1,7,22,100,35.7,58.0,2.0,4.91,4.91,4.88,4.97,4.98,4.95,4.87,4.0,4.0,0.0,0.0
170,170,170,3517823.0,3242505,39.46854,-0.38735,2.0,3.0,1125,3.0,1125.0,20,50,51,51,225.0,61.0,2.0,4.59,4.71,4.13,4.89,4.95,4.76,4.63,1.0,0.0,1.0,0.0
171,171,171,3527806.0,17761576,39.45983,-0.37671,3.0,5.0,1125,5.0,1125.0,0,0,0,170,35.7,8.0,0.0,4.82,4.88,4.95,4.91,4.91,4.92,4.79,1.0,1.0,0.0,0.0
172,172,172,3550616.0,17681626,39.44965,-0.3736,6.0,2.0,1125,2.0,1125.0,9,24,30,30,14.0,2.0,0.0,4.71,4.86,4.86,5.0,5.0,4.5,4.71,1.0,1.0,0.0,0.0
173,173,173,3554160.0,185240,39.474,-0.37599,2.0,2.0,29,1.3,1125.0,2,10,33,113,35.7,69.0,6.0,4.82,4.9,4.83,4.86,4.93,4.93,4.82,1.0,1.0,0.0,0.0
174,174,174,3567941.0,850883,39.46112,-0.37481,2.0,15.0,15,15.0,15.0,30,60,90,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
175,175,175,3643077.0,14220620,39.46331,-0.37326,2.0,3.0,1125,3.1,1125.0,4,10,32,135,156.0,35.0,3.0,4.89,4.93,4.87,4.97,4.98,4.9,4.83,1.0,1.0,0.0,0.0
176,176,176,3651294.0,18463780,39.47543,-0.37715,2.0,2.0,300,2.0,300.0,3,18,42,45,35.7,50.0,2.0,4.51,4.67,4.51,4.81,4.8,4.89,4.56,17.0,17.0,0.0,0.0
177,177,177,3736295.0,1387923,39.47296,-0.32794,5.0,2.0,90,2.8,90.0,12,30,57,288,70.0,12.0,0.0,4.66,4.63,4.67,4.76,4.81,4.66,4.6,8.0,8.0,0.0,0.0
178,178,178,3759310.0,2095681,39.47488,-0.37698,1.0,2.0,10,2.0,1125.0,6,23,49,198,118.0,10.0,3.0,4.81,4.87,4.87,4.88,4.89,4.96,4.76,2.0,0.0,2.0,0.0
179,179,179,3798923.0,7740877,39.46028,-0.34609,4.0,2.0,1125,2.0,1125.0,0,6,23,242,35.7,45.0,1.0,4.77,4.82,4.67,4.89,4.93,4.6,4.7,1.0,1.0,0.0,0.0
180,180,180,3800639.0,19518291,39.48303,-0.32896,4.0,12.0,1125,11.6,1125.0,2,4,21,235,198.0,26.0,3.0,4.56,4.72,4.43,4.85,4.9,4.69,4.67,1.0,1.0,0.0,0.0
181,181,181,3873970.0,9036540,39.48492,-0.36363,2.0,30.0,365,30.0,365.0,30,60,90,365,8.0,0.0,0.0,4.75,4.63,4.63,4.88,4.75,4.75,4.5,5.0,3.0,2.0,0.0
182,182,182,3885779.0,9036540,39.48413,-0.36317,2.0,30.0,1125,30.0,1125.0,30,60,90,365,4.0,0.0,0.0,4.25,4.75,4.75,4.75,4.75,4.0,4.25,5.0,3.0,2.0,0.0
183,183,183,3910499.0,13036093,39.47265,-0.33906,2.0,5.0,30,4.7,1125.0,2,6,27,107,177.0,31.0,2.0,4.81,4.86,4.81,4.88,4.97,4.67,4.73,1.0,1.0,0.0,0.0
184,184,184,3917859.0,5955237,39.45862,-0.3706,2.0,4.0,360,4.0,1125.0,2,28,53,74,185.0,25.0,0.0,4.72,4.77,4.7,4.9,4.97,4.87,4.71,2.0,2.0,0.0,0.0
185,185,185,3927517.0,20347737,39.44539,-0.33009,4.0,7.0,180,7.0,180.0,6,25,46,273,32.0,15.0,2.0,4.91,4.88,4.63,4.81,4.97,4.38,4.94,1.0,1.0,0.0,0.0
186,186,186,3937711.0,18539683,39.46118,-0.34347,3.0,2.0,100,2.0,100.0,0,26,52,221,35.7,33.0,2.0,4.62,4.75,4.56,4.87,4.85,4.51,4.59,1.0,1.0,0.0,0.0
187,187,187,3995313.0,20712235,39.47834,-0.38097,6.0,2.0,400,2.1,400.0,6,8,24,98,207.0,51.0,2.0,4.81,4.83,4.73,4.95,4.96,4.87,4.75,1.0,1.0,0.0,0.0
188,188,188,3997953.0,15465191,39.47932,-0.38704,4.0,3.0,90,3.0,1125.0,6,10,20,218,258.0,36.0,4.0,4.71,4.83,4.6,4.92,4.88,4.76,4.73,1.0,1.0,0.0,0.0
189,189,189,4042419.0,20961184,39.47584,-0.32835,4.0,6.0,320,6.1,320.0,0,0,0,260,144.0,10.0,0.0,4.63,4.79,4.57,4.82,4.88,4.76,4.6,1.0,1.0,0.0,0.0
190,190,190,4057758.0,2977703,39.48179,-0.33017,2.0,59.0,159,59.0,159.0,29,59,89,89,40.0,0.0,0.0,4.75,4.93,4.63,4.95,4.9,4.83,4.73,1.0,0.0,1.0,0.0
191,191,191,4082223.0,21121213,39.46056,-0.37937,2.0,1.0,5,1.0,5.0,30,60,90,365,4.0,0.0,0.0,5.0,4.75,4.75,5.0,5.0,4.75,5.0,1.0,0.0,0.0,1.0
192,192,192,4140461.0,5603919,39.46156,-0.37515,4.0,2.0,1125,2.0,1125.0,4,22,47,234,270.0,32.0,3.0,4.73,4.81,4.78,4.74,4.82,4.86,4.67,3.0,3.0,0.0,0.0
193,193,193,4209753.0,21842352,39.5,-0.32221,8.0,2.0,1125,2.0,1125.0,23,50,75,350,71.0,11.0,0.0,4.9,4.93,4.83,4.93,4.99,4.87,4.79,1.0,1.0,0.0,0.0
194,194,194,4216011.0,15677841,39.47308,-0.37929,5.0,2.0,1125,2.0,1125.0,3,6,25,129,35.7,12.9,6.0,4.85,4.87,4.89,4.94,4.96,4.96,4.83,4.0,4.0,0.0,0.0
195,195,195,4216116.0,15677841,39.47501,-0.37697,4.0,2.0,1125,2.1,1125.0,1,8,28,188,261.0,44.0,3.0,4.72,4.78,4.68,4.84,4.92,4.98,4.68,4.0,4.0,0.0,0.0
196,196,196,4230255.0,21952955,39.45556,-0.35985,4.0,2.0,60,2.0,1125.0,5,17,42,132,35.7,12.9,5.0,4.9,4.91,4.86,4.91,4.98,4.89,4.84,1.0,1.0,0.0,0.0
197,197,197,4252632.0,123160301,39.45493948,-0.377575477,6.0,5.0,1125,1.3,1125.0,4,6,6,6,168.0,24.0,2.0,4.72,4.79,4.72,4.82,4.79,4.49,4.64,62.0,62.0,0.0,0.0
198,198,198,4395740.0,22819769,39.46335,-0.3641,2.0,3.0,90,3.0,1125.0,3,15,38,313,145.0,23.0,4.0,4.61,4.6,4.28,4.86,4.92,4.9,4.69,2.0,0.0,2.0,0.0
199,199,199,4468939.0,1461256,39.4631,-0.38437,4.0,2.0,1125,2.4,1125.0,16,34,60,329,190.0,35.0,2.0,4.87,4.94,4.9,4.96,4.96,4.87,4.83,2.0,1.0,1.0,0.0
200,200,200,4489050.0,5174605,39.46297073,-0.374224007,4.0,1.0,730,1.3,1125.0,5,26,34,34,213.0,37.0,5.0,4.6,4.69,4.48,4.84,4.86,4.85,4.55,1.0,1.0,0.0,0.0
201,201,201,4510287.0,16874090,39.47038,-0.37304,2.0,7.0,1125,7.0,1125.0,2,5,18,64,88.0,16.0,2.0,4.82,4.88,4.66,4.97,4.95,4.98,4.77,1.0,1.0,0.0,0.0
202,202,202,4586824.0,23776415,39.46269,-0.3746,4.0,28.0,360,27.3,360.0,0,0,0,52,22.0,5.0,0.0,4.9,4.73,4.91,4.95,4.91,5.0,4.91,2.0,2.0,0.0,0.0
203,203,203,4595165.0,23819032,39.47317,-0.37671,4.0,3.0,1124,3.0,1124.0,10,32,59,334,35.7,12.9,1.1,4.87,4.9,4.9,4.9,4.93,4.98,4.88,3.0,3.0,0.0,0.0
204,204,204,4721231.0,24367730,39.47507,-0.3591,3.0,3.0,730,2.6,730.0,17,47,77,77,78.0,18.0,3.0,4.47,4.56,4.41,4.56,4.58,4.69,4.33,14.0,0.0,0.8,0.0
205,205,205,4734115.0,24442960,39.47153,-0.33125,2.0,2.0,730,2.0,730.0,3,19,43,224,249.0,65.0,4.0,4.82,4.87,4.78,4.86,4.86,4.62,4.75,2.0,2.0,0.0,0.0
206,206,206,4764224.0,24581015,39.47239,-0.3691,1.0,15.0,365,15.0,365.0,0,0,15,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
207,207,207,5000236.0,25785176,39.49611,-0.38121,1.0,4.0,1125,4.0,1125.0,2,4,8,269,22.0,0.0,0.0,4.73,4.95,4.55,5.0,4.86,4.38,4.62,2.0,0.0,2.0,0.0
208,208,208,5003768.0,9142314,39.47633,-0.3789,4.0,5.0,1125,6.0,1125.0,2,7,17,164,160.0,11.0,0.0,4.48,4.58,3.77,4.66,4.72,4.88,4.53,1.0,1.0,0.0,0.0
209,209,209,5080809.0,26241496,39.475033,-0.34718,4.0,5.0,31,5.0,31.0,0,0,0,0,152.0,3.0,2.0,4.64,4.73,4.6,4.89,4.91,4.6,4.62,3.0,3.0,0.0,0.0
210,210,210,5092574.0,26311267,39.46932,-0.37975,2.0,3.0,15,3.0,1125.0,3,8,14,165,35.7,12.9,5.0,4.89,4.92,4.87,4.92,4.94,4.89,4.89,1.0,1.0,0.0,0.0
211,211,211,5108571.0,26397759,39.46040344,-0.367848009,4.0,3.0,20,3.0,20.0,9,9,9,262,15.0,8.0,2.0,4.33,4.53,4.13,4.6,4.27,4.33,4.2,1.0,1.0,0.0,0.0
212,212,212,5191760.0,4075514,39.47387,-0.37678,2.0,3.0,10,3.3,1125.0,0,2,4,182,35.7,48.0,6.0,4.94,4.93,4.94,4.97,4.98,4.99,4.91,6.0,6.0,0.0,0.0
213,213,213,5229002.0,18677767,39.45915518,-0.375626827,5.0,2.0,10,2.0,10.0,0,5,26,231,179.0,19.0,1.0,4.92,4.94,4.94,4.96,4.94,4.92,4.88,1.0,1.0,0.0,0.0
214,214,214,5264483.0,2037083,39.49344,-0.36077,3.0,28.0,330,12.4,360.0,0,9,19,33,28.0,2.0,1.0,4.64,4.79,4.71,4.75,4.86,4.79,4.5,9.0,9.0,0.0,0.0
215,215,215,5283997.0,27357046,39.47352,-0.37589,5.0,2.0,10,2.0,1125.0,5,19,38,282,225.0,51.0,5.0,4.99,5.0,4.98,4.99,5.0,5.0,4.96,1.0,1.0,0.0,0.0
216,216,216,5401943.0,1512611,39.47165,-0.38129,6.0,2.0,92,2.0,92.0,4,9,9,9,47.0,12.0,0.0,4.79,4.94,4.83,4.85,4.94,4.89,4.77,3.0,3.0,0.0,0.0
217,217,217,5429336.0,27424764,39.46611023,-0.327223986,4.0,3.0,10,3.0,1125.0,4,19,41,215,180.0,68.0,1.0,4.84,4.9,4.88,4.94,4.95,4.72,4.81,3.0,3.0,0.0,0.0
218,218,218,5431062.0,28171930,39.47192,-0.37835,4.0,2.0,1125,4.0,1125.0,0,10,30,77,35.7,16.0,4.0,4.92,4.94,4.94,4.94,4.95,4.97,4.87,2.0,2.0,0.0,0.0
219,219,219,5432823.0,12282162,39.48017,-0.38102,3.0,2.0,1125,2.0,1125.0,8,25,53,141,35.7,41.0,0.0,4.58,4.71,4.57,4.84,4.86,4.87,4.58,4.0,4.0,0.0,0.0
220,220,220,5436669.0,219476,39.48626,-0.37273,4.0,5.0,21,5.0,21.0,0,0,0,48,23.0,3.0,0.0,4.39,4.7,4.43,4.48,4.74,4.57,4.48,4.0,4.0,0.0,0.0
221,221,221,5502004.0,18590159,39.5,-0.321054995,4.0,3.0,30,3.0,1125.0,16,46,76,76,52.0,9.0,0.0,4.94,4.92,4.77,4.94,4.98,4.86,4.76,2.0,2.0,0.0,0.0
222,222,222,5514387.0,211991268,39.47886276,-0.391631007,4.0,2.0,1125,2.4,1125.0,15,37,66,140,55.0,17.0,0.0,4.38,4.54,4.3,4.69,4.78,4.64,4.33,83.0,83.0,0.0,0.0
223,223,223,5514651.0,28604409,39.45902,-0.3752,2.0,4.0,1125,4.1,1125.0,2,8,24,271,214.0,21.0,1.0,4.76,4.85,4.75,4.91,4.9,4.91,4.69,1.0,1.0,0.0,0.0
224,224,224,5536781.0,28708606,39.48049,-0.3822,2.0,2.0,1125,2.0,1125.0,0,0,0,0,125.0,0.0,0.0,4.93,4.96,4.97,4.98,4.98,4.89,4.85,1.0,1.0,0.0,0.0
225,225,225,5560396.0,28826149,39.46536,-0.32941,4.0,3.0,100,3.1,1125.0,17,47,58,58,205.0,16.0,0.0,4.7,4.72,4.59,4.93,4.96,4.79,4.54,2.0,2.0,0.0,0.0
226,226,226,5561557.0,28826149,39.4646,-0.3297,4.0,3.0,90,3.0,1125.0,20,50,61,61,243.0,25.0,1.0,4.7,4.72,4.6,4.89,4.91,4.78,4.61,2.0,2.0,0.0,0.0
227,227,227,5578177.0,28921041,39.47256,-0.37198,4.0,2.0,1125,2.0,1125.0,6,18,45,62,182.0,37.0,0.0,4.8,4.81,4.9,4.89,4.88,4.93,4.78,1.0,1.0,0.0,0.0
228,228,228,5579434.0,8704211,39.4716568,-0.388408005,5.0,5.0,300,3.0,300.0,8,25,51,317,40.0,29.0,3.0,4.5,4.55,4.4,4.78,4.78,4.85,4.4,2.0,2.0,0.0,0.0
229,229,229,5588671.0,28976065,39.45984,-0.37758,4.0,6.0,60,5.9,1125.0,4,30,57,232,35.7,15.0,1.0,4.92,4.92,4.94,4.98,4.99,4.89,4.89,1.0,1.0,0.0,0.0
230,230,230,5592556.0,28994960,39.47102,-0.37669,4.0,3.0,1125,3.0,1125.0,3,14,39,306,35.7,57.0,5.0,4.88,4.93,4.84,4.9,4.96,4.96,4.85,3.0,3.0,0.0,0.0
231,231,231,5657631.0,29324712,39.46209,-0.36718,4.0,3.0,120,3.1,120.0,5,17,44,86,204.0,29.0,1.0,4.77,4.84,4.84,4.95,4.96,4.84,4.67,1.0,1.0,0.0,0.0
232,232,232,5680938.0,29452818,39.44812,-0.3686,7.0,3.0,1125,3.0,1125.0,6,20,43,284,129.0,37.0,4.0,4.46,4.63,4.25,4.85,4.89,4.4,4.43,1.0,1.0,0.0,0.0
233,233,233,5744385.0,2736688,39.48634119,-0.367014827,1.0,3.0,30,3.0,30.0,18,33,55,55,72.0,19.0,3.0,4.86,4.93,4.74,4.96,4.97,4.88,4.88,3.0,1.0,2.0,0.0
234,234,234,5754905.0,14073448,39.4775,-0.37936,2.0,4.0,300,4.3,1125.0,3,7,16,125,122.0,5.0,1.0,4.77,4.75,4.66,4.88,4.9,4.93,4.63,1.0,1.0,0.0,0.0
235,235,235,5788831.0,30035149,39.46582,-0.35456,4.0,4.0,1125,4.0,1125.0,0,0,0,1,67.0,0.0,0.0,4.84,4.93,4.9,4.97,4.94,4.7,4.86,1.0,1.0,0.0,0.0
236,236,236,5794235.0,10489482,39.47527,-0.3853,3.0,2.0,20,2.0,1125.0,0,8,11,47,267.0,44.0,2.0,4.87,4.94,4.8,4.93,4.95,4.87,4.87,1.0,1.0,0.0,0.0
237,237,237,5857631.0,30413504,39.46371,-0.37484,4.0,5.0,180,5.0,1125.0,0,0,0,0,31.0,12.0,0.0,4.81,4.84,4.84,4.97,4.94,4.97,4.65,1.0,1.0,0.0,0.0
238,238,238,5955158.0,30912672,39.46959,-0.35392,2.0,2.0,365,2.0,1125.0,4,14,18,18,25.0,2.0,0.0,4.72,4.76,4.68,4.96,4.96,4.8,4.6,14.0,14.0,0.0,0.0
239,239,239,5955816.0,30912672,39.46958,-0.35392,2.0,2.0,365,2.0,1125.0,4,14,15,32,32.0,0.0,0.0,4.53,4.81,4.53,4.75,4.84,4.59,4.5,14.0,14.0,0.0,0.0
240,240,240,5956116.0,30912672,39.4696,-0.35387,6.0,2.0,1125,2.0,1125.0,10,17,26,37,42.0,3.0,0.0,4.69,4.64,4.74,4.81,4.74,4.79,4.67,14.0,14.0,0.0,0.0
241,241,241,5956427.0,30912672,39.4696,-0.35387,6.0,2.0,365,2.0,1125.0,11,20,33,39,20.0,3.0,0.0,4.05,4.45,4.4,4.75,4.8,4.35,4.35,14.0,14.0,0.0,0.0
242,242,242,5957076.0,30912672,39.47375,-0.35985,6.0,2.0,365,2.0,1125.0,3,10,24,35,83.0,12.0,1.0,4.39,4.58,4.55,4.81,4.76,4.58,4.41,14.0,14.0,0.0,0.0
243,243,243,5957142.0,30912672,39.47375,-0.35985,6.0,2.0,365,2.0,1125.0,5,8,15,37,48.0,5.0,0.0,4.21,4.28,4.46,4.63,4.69,4.7,4.28,14.0,14.0,0.0,0.0
244,244,244,5957190.0,30912672,39.47387,-0.35978,6.0,2.0,365,2.0,1125.0,2,10,14,33,27.0,1.0,0.0,4.3,4.48,4.41,4.63,4.59,4.67,4.33,14.0,14.0,0.0,0.0
245,245,245,5957237.0,30912672,39.47387,-0.35978,6.0,2.0,365,2.0,1125.0,5,8,18,30,28.0,5.0,0.0,4.21,4.33,4.74,4.89,4.89,4.67,4.26,14.0,14.0,0.0,0.0
246,246,246,5987516.0,1473383,39.45993,-0.33866,2.0,1.0,1125,1.0,1125.0,0,0,0,190,16.0,0.0,0.0,4.75,4.88,5.0,4.88,4.81,4.69,4.75,1.0,0.0,1.0,0.0
247,247,247,5988649.0,31092355,39.4549,-0.35826,5.0,1.0,21,1.0,21.0,0,5,7,112,180.0,24.0,3.0,4.64,4.77,4.59,4.73,4.82,4.87,4.59,1.0,1.0,0.0,0.0
248,248,248,6036966.0,462800,39.47478942,-0.376591561,2.0,2.0,1124,2.0,1125.0,14,40,68,158,35.7,45.0,2.0,4.7,4.79,4.7,4.71,4.76,4.95,4.66,1.0,1.0,0.0,0.0
